Id,Name,DistrictAssignedId,HasLegacyCP,DistrictId
110177USPU,Taft Middle                    ,0326A,1,0634320DUS
11017USPU,Fountain Hills High School,,1,0
110184USPU,Wangenheim Middle                  ,0328A,1,0634320DUS
110190USPU,Wilson Middle                        ,0329A,1,0634320DUS
110191USPU,Clark Middle                            ,0322A,1,0634320DUS
110196USPU,Dana Middle,0080A,1,0634320DUS
110198USPU,Marshall Middle                  ,0308A,1,0634320DUS
110204USPU,Bethune K-8,0123A,1,0634320DUS
110205USPU,De Portola Middle    ,0327A,1,0634320DUS
110207USPU,Challenger Middle                            ,0303A,1,0634320DUS
110213USPU,Creative Performing & Med Arts,0310A,1,0634320DUS
110223USPU,Golden Hill K-8,0128A,1,0634320DUS
110240USPU,Mann Middle,0312A,1,0634320DUS
110245USPU,EARL WARREN MIDDLE                                ,887,,0634380DUS
110246USPU,OAK CREST MIDDLE                                  ,886,,0634380DUS
110247USPU,DIEGUENO MIDDLE                                   ,885,1,0634380DUS
110248USPU,CARMEL VALLEY MIDDLE                              ,884,,0634380DUS
11034USPU,Independence High School,,,0
110355USPU,Monte Vista Middle School                               ,30,,0634440DUS
110357USPU,San Jacinto Leadership Academy                    ,32,,0634440DUS
110358USPU,North Mountain Middle School                     ,35,,0634440DUS
110400USPU,Gold River Discovery Center                  ,0172,1,0634620DUS
110401USPU,Arcade Fundamental Middle School,0001,1,0634620DUS
110402USPU,Arden Middle School                                ,0002,1,0634620DUS
110404USPU,John Barrett Middle School                             ,0004,1,0634620DUS
110408USPU,Andrew Carnegie Middle School,0061,1,0634620DUS
110409USPU,Winston Churchill Middle School                          ,0064,1,0634620DUS
110413USPU,James R. Cowan Fundamental Elementary             ,0109,1,0634620DUS
110416USPU,Del Dayo Elementary                             ,0167,1,0634620DUS
110417USPU,Del Paso Manor Elementary                     ,0111,1,0634620DUS
110418USPU,Mary Deterding Elementary                         ,0112,1,0634620DUS
110419USPU,Harry Dewey Fundamental Elementary               ,0113,1,0634620DUS
110424USPU,Green Oaks Fundamental Elementary                 ,0120,1,0634620DUS
110429USPU,Kingswood Elementary School,0126,1,0634620DUS
110430USPU,Earl Legette Elementary                         ,0127,1,0634620DUS
110431USPU,Lichen Elementary School                                 ,0159,1,0634620DUS
110434USPU,Mission Avenue Open Elementary                    ,0133,1,0634620DUS
110436USPU,Northridge Elementary                             ,0135,1,0634620DUS
110438USPU,Orangevale Open Elementary,0139,1,0634620DUS
110440USPU,Louis Pasteur Fundamental Middle School,0065,1,0634620DUS
110442USPU,Pershing Elementary                              ,0158,1,0634620DUS
110444USPU,Will Rogers Middle School                              ,0060,1,0634620DUS
110447USPU,Sierra Oaks Elementary School                         ,0146,1,0634620DUS
110450USPU,Sylvan Middle School                                     ,0050,1,0634620DUS
110451USPU,Twin Lakes Elementary                            ,0151,1,0634620DUS
110453USPU,Woodside Elementary School                               ,0169,1,0634620DUS
110457USPU,Starr King Middle School                             ,0147,1,0634620DUS
110475USPU,Edendale Middle                                   ,32,1,0634710DUS
110479USPU,BOHANNON MIDDLE                                   ,31,1,0634710DUS
110482USPU,WASHINGTON MANOR MIDDLE                           ,33,1,0634710DUS
110483USPU,East Bay Arts High School                             ,20,1,0634710DUS
110554USPU,Iron Horse Middle School                              ,6113336,1,0635130DUS
110561USPU,Los Cerros Middle School                                 ,6005110,1,0635130DUS
110565USPU,Pine Valley Middle School                               ,6097166,1,0635130DUS
110567USPU,Stone Valley Middle School                             ,6005144,1,0635130DUS
110577USPU,Windemere Ranch Middle School                            ,0108324,1,0635130DUS
11057USPU,Precision Academy System Chart,,1,0403780DUS
110586USPU,Centerville Elementary                       ,101,1,0635250DUS
110587USPU,Del Rey Elementary                           ,102,1,0635250DUS
110588USPU,Fairmont Elementary                        ,103,1,0635250DUS
110591USPU,John S. Wash Elementary                      ,110,1,0635250DUS
110593USPU,Lone Star Elementary                         ,107,1,0635250DUS
110595USPU,Washington Academic Middle                 ,15,1,0635250DUS
110597USPU,Community Day                                ,29,1,0635250DUS
110598USPU,Quail Lake Environmental Charter                ,112,1,0635250DUS
110599USPU,Sanger Academy Charter                     ,131,1,0635250DUS
110651USPU,Adams Elementary                          ,20,1,0635370DUS
110652USPU,Cleveland Elementary                             ,21,1,0635370DUS
110653USPU,Franklin Elementary                          ,22,1,0635370DUS
110654USPU,Harding Elementary                             ,24,1,0635370DUS
110655USPU,Monroe Elementary                             ,28,1,0635370DUS
110656USPU,Open Alternative                               ,25,1,0635370DUS
110658USPU,Roosevelt Elementary                           ,30,1,0635370DUS
110659USPU,Washington Elementary                          ,31,1,0635370DUS
110660USPU,Santa Barbara Community Academy               ,26,1,0635370DUS
110662USPU,Mckinley Elementary                          ,27,1,0635370DUS
110663USPU,Goleta Valley Junior High                      ,6,1,0635370DUS
110664USPU,La Colina Junior High                         ,1,1,0635370DUS
110665USPU,La Cumbre Junior High                            ,2,1,0635370DUS
110666USPU,Santa Barbara Junior High                       ,5,1,0635370DUS
110670USPU,Juan Cabrillo Middle                         ,51,,0635430DUS
110686USPU,Buchser Middle                               ,54,,0635430DUS
110687USPU,Marian A. Peterson Middle                      ,53,,0635430DUS
110688USPU,Don Callejon                                   ,55,,0635430DUS
110697USPU,PIONEER VALLEY HIGH                               ,,1,0
110698USPU,John Adams Middle                           ,11100,1,0635700DUS
110702USPU,Lincoln Middle                            ,11200,1,0635700DUS
110709USPU,Santa Monica Alternative (K-8)                 ,10900,1,0635700DUS
110737USPU,Herbert Slater Middle                        ,31,1,0635830DUS
110738USPU,Hilliard Comstock Middle                       ,32,1,0635830DUS
110739USPU,Lawrence Cook Middle                        ,30,1,0635830DUS
110740USPU,Rincon Valley Middle                           ,33,1,0635830DUS
110741USPU,Santa Rosa Middle                        ,34,1,0635830DUS
110742USPU,Santa Rosa Charter School for the Arts,21,1,0635830DUS
110783USPU,Brook Haven Elementary                           ,,,0
110805USPU,University Preparatory                           ,20,1,0636600DUS
110839USPU,Atherwood Elementary,13,1,0636840DUS
110840USPU,Berylwood Elementary                             ,16,1,0636840DUS
110841USPU,Big Springs Elementary                     ,17,1,0636840DUS
110842USPU,Crestview Elementary                           ,25,1,0636840DUS
110843USPU,Garden Grove Elementary                        ,27,1,0636840DUS
110844USPU,Hillside Middle                           ,20,1,0636840DUS
110845USPU,Hollow Hills Elementary                         ,29,1,0636840DUS
110847USPU,Katherine Elementary                            ,35,1,0636840DUS
110848USPU,Knolls Elementary                            ,40,1,0636840DUS
110850USPU,Madera Elementary                                ,55,1,0636840DUS
110851USPU,Mountain View Elementary                         ,58,1,0636840DUS
110852USPU,Park View Elementary                          ,60,1,0636840DUS
110853USPU,Santa Susana Elementary                        ,65,1,0636840DUS
110855USPU,Sinaloa Middle                                  ,72,1,0636840DUS
110856USPU,Sycamore Elementary                        ,73,1,0636840DUS
110857USPU,Township Elementary                            ,75,1,0636840DUS
110858USPU,Valley View Middle                               ,78,1,0636840DUS
110859USPU,Vista Elementary                           ,80,1,0636840DUS
11085USPU,Mountain View High School,MV,1,0
110860USPU,White Oak Elementary                              ,95,1,0636840DUS
110861USPU,Wood Ranch Elementary                          ,96,1,0636840DUS
110862USPU,Arroyo Elementary                           ,12,1,0636840DUS
110890USPU,Solvang School                          ,,,0
110931USPU,South Pasadena Middle School                      ,038,,0637500DUS
110972USPU,Robert Louis Stevenson Middle School        ,RLS,1,0637830DUS
111055USPU,Sundale Elementary                             ,,,0
11111USPU,Morenci Junior/Senior High School,,1,0
111122USPU,Oak Avenue Intermediate,,,0638980DUS
111137USPU,Jefferson Middle                             ,132,1,0639420DUS
111138USPU,Edward J. Richardson Middle                 ,146,1,0639420DUS
111143USPU,Calle Mayor Middle                            ,109,1,0639420DUS
111145USPU,Casimir Middle                                ,113,1,0639420DUS
111149USPU,J. H. Hull Middle                          ,130,1,0639420DUS
111151USPU,Bert M. Lynn Middle                              ,123,1,0639420DUS
111152USPU,Madrona Middle                         ,139,1,0639420DUS
111153USPU,Philip Magruder Middle                     ,141,1,0639420DUS
111163USPU,Foxboro Elementary                          ,6,,0639630DUS
111164USPU,Travis Elementary                             ,2,,0639630DUS
111165USPU,Center Elementary                            ,1,,0639630DUS
111166USPU,Golden West Middle                     ,4,,0639630DUS
111167USPU,Scandia Elementary                           ,3,,0639630DUS
111169USPU,Cambridge Elementary                      ,5,,0639630DUS
11120USPU,Page High School,,1,0
11121USPU,North Canyon High School,294,1,0405930DUS
11122USPU,Shadow Mountain High School,295,1,0405930DUS
11124USPU,Horizon High School,293,1,0405930DUS
111256USPU,Willis Jepson Middle                           ,72,1,0640590DUS
111260USPU,Sierra Vista K-8 School,74,1,0640590DUS
111261USPU,Vaca Pena Middle                              ,73,1,0640590DUS
11126USPU,Sweetwater Community School,065,1,0405930DUS
11127USPU,Paradise Valley High School,290,1,0405930DUS
111372USPU,Madison Middle School                       ,262,1,0641190DUS
111382USPU,VIDA,265,1,0641190DUS
111385USPU,Roosevelt Middle School                              ,263,1,0641190DUS
111392USPU,Rancho Minerva Middle School                        ,264,1,0641190DUS
111438USPU,Hollencrest Middle                              ,8,1,0642000DUS
111447USPU,Edgewood Middle                                ,32,1,0642000DUS
111464USPU,GLEN EDWARDS MIDDLE                               ,23,1,0642140DUS
111467USPU,TWELVE BRIDGES MIDDLE                             ,28,1,0642140DUS
111510USPU,La Mesa Junior High                ,6111926,1,0642510DUS
111511USPU,Arroyo Seco Junior High                  ,6058564,1,0642510DUS
111512USPU,Placerita Junior High                   ,6058572,1,0642510DUS
111513USPU,Sierra Vista Junior High                         ,6058580,1,0642510DUS
111514USPU,Golden Valley High School                      ,0102459,1,0642510DUS
111515USPU,Rancho Pico Junior High                  ,0102467,1,0642510DUS
111516USPU,West Ranch High School                        ,0102475,1,0642510DUS
111518USPU,Rio Norte Junior High                       ,0101022,1,0642510DUS
111519USPU,Sequoia Charter High School 9-12,0112359,1,0642510DUS
111546USPU,WINTERS MIDDLE                                    ,,,0642930DUS
111553USPU,Richard Henry Dana Middle                    ,,,0
111556USPU,WOODLAKE VALLEY MIDDLE                            ,6054761,,0643050DUS
111600USPU,Park View Middle                            ,52,1,0643560DUS
111610USPU,South Lake Middle School                               ,520,1,0684500DUS
111619USPU,Lakeside Middle School                    ,504,1,0684500DUS
111620USPU,Rancho San Joaquin Middle School                         ,508,1,0684500DUS
111625USPU,Venado Middle School                                    ,516,1,0684500DUS
111626USPU,Vista Verde                                    ,174,1,0684500DUS
111629USPU,Sierra Vista Middle School                           ,512,1,0684500DUS
111631USPU,Plaza Vista                                   ,170,1,0684500DUS
11163USPU,Prescott High School,70,,0406730DUS
111641USPU,Mountain Oaks,,1,0
11165USPU,Valley High School,,1,0406740DUS
111755USPU,Challenger Middle School                        ,0074,,0801920DUS
111767USPU,Eagleview Middle School            ,2358,1,0801920DUS
111769USPU,Timberview Middle School                    ,8851,1,0801920DUS
111771USPU,Mountain Ridge Middle School,6140,,0801920DUS
111775USPU,Adams City Middle School                 ,2,1,0801950DUS
111779USPU,Kearney Middle School                         ,3,1,0801950DUS
11178USPU,Desert Mountain High School,296,1,0407570DUS
111790USPU,Ortega Middle School                            ,114,1,0802070DUS
11179USPU,Arcadia High School,292,1,0407570DUS
111809USPU,Aurora Hills Middle School,250,1,0802340DUS
11180USPU,Chaparral High School,295,1,0407570DUS
111810USPU,Boston K-8,506,1,0802340DUS
111811USPU,Clyde Miller K-8,509,1,0802340DUS
111814USPU,East Middle School                        ,252,1,0802340DUS
11181USPU,Coronado High School,293,1,0407570DUS
111824USPU,Mrachek Middle School                             ,254,1,0802340DUS
111825USPU,North Middle School                            ,256,1,0802340DUS
11182USPU,Saguaro High School,294,1,0407570DUS
111830USPU,South Middle School                     ,258,1,0802340DUS
111833USPU,Aurora West College Preparatory Academy                 ,560,1,0802340DUS
111839USPU,Columbia Middle School                        ,251,1,0802340DUS
111845USPU,Aurora Quest K-8                            ,537,1,0802340DUS
111846USPU,Aurora Frontier K-8        ,508,1,0802340DUS
111849USPU,Murphy Creek K-8 School                           ,527,1,0802340DUS
111853USPU,BAYFIELD MIDDLE SCHOOL                            ,BMS,,0802400DUS
111855USPU,Bennett Middle School,2,,0802430DUS
111861USPU,BROOMFIELD HEIGHTS MIDDLE SCHOOL                  ,30,,0802490DUS
111862USPU,MANHATTAN MIDDLE SCHOOL OF THE ARTS AND ACADEMICS ,31,,0802490DUS
111863USPU,CASEY MIDDLE SCHOOL                               ,32,,0802490DUS
111864USPU,CENTENNIAL MIDDLE SCHOOL                          ,33,,0802490DUS
111877USPU,ANGEVINE MIDDLE SCHOOL                            ,34,,0802490DUS
111879USPU,LOUISVILLE MIDDLE SCHOOL                          ,35,,0802490DUS
111883USPU,NEVIN PLATT MIDDLE SCHOOL                         ,36,,0802490DUS
111884USPU,SOUTHERN HILLS MIDDLE SCHOOL                      ,37,,0802490DUS
111894USPU,MONARCH K-8 SCHOOL                                ,46,,0802490DUS
111896USPU,ASPEN CREEK K-8 ELEMENTARY SCHOOL                 ,48,,0802490DUS
